case_number,court_id,alert_type,message,severity
CASE/9728/2019,MAH-MUM-06,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 76.9,CRITICAL
CASE/9728/2019,MAH-MUM-06,LONG_PENDING,📛 Case pending for 5.3 years [SC_ST].,HIGH
CASE/9728/2019,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/9335/2021,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2174/2015,MAH-MUM-06,LONG_PENDING,📛 Case pending for 9.5 years [Matrimonial].,HIGH
CASE/2174/2015,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3664/2015,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/3888/2015,MAH-MUM-06,LONG_PENDING,📛 Case pending for 8.4 years [POCSO].,HIGH
CASE/3888/2015,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7110/2020,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/7720/2022,MAH-MUM-06,LONG_PENDING,📛 Case pending for 9.8 years [Commercial].,HIGH
CASE/7720/2022,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3650/2015,MAH-MUM-06,LONG_PENDING,📛 Case pending for 6.9 years [Matrimonial].,HIGH
CASE/3650/2015,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/0408/2018,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/4707/2015,MAH-MUM-06,LONG_PENDING,📛 Case pending for 5.2 years [Matrimonial].,HIGH
CASE/4707/2015,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/9531/2023,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0828/2023,MAH-MUM-07,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.2,CRITICAL
CASE/0828/2023,MAH-MUM-07,LONG_PENDING,📛 Case pending for 8.4 years [Senior_Citizen].,HIGH
CASE/0828/2023,MAH-MUM-07,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5055/2024,MAH-MUM-07,LONG_PENDING,📛 Case pending for 6.7 years [Motor_Accident].,HIGH
CASE/5055/2024,MAH-MUM-07,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9132/2023,MAH-MUM-07,LONG_PENDING,📛 Case pending for 8.9 years [General_Civil].,HIGH
CASE/9132/2023,MAH-MUM-07,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/6272/2024,MAH-MUM-07,LONG_PENDING,📛 Case pending for 5.3 years [Senior_Citizen].,HIGH
CASE/6272/2024,MAH-MUM-07,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3531/2024,MAH-MUM-07,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5443/2018,MAH-MUM-08,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 75.4,CRITICAL
CASE/5443/2018,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5964/2021,MAH-MUM-08,LONG_PENDING,📛 Case pending for 8.3 years [POCSO].,HIGH
CASE/5964/2021,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/0929/2017,MAH-MUM-08,LONG_PENDING,📛 Case pending for 5.1 years [POCSO].,HIGH
CASE/0929/2017,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/0376/2018,MAH-MUM-08,LONG_PENDING,📛 Case pending for 7.0 years [Commercial].,HIGH
CASE/0376/2018,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/2761/2016,MAH-MUM-08,LONG_PENDING,📛 Case pending for 6.9 years [Commercial].,HIGH
CASE/2761/2016,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0238/2019,MAH-MUM-08,LONG_PENDING,📛 Case pending for 6.4 years [Commercial].,HIGH
CASE/0238/2019,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/6164/2018,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/2325/2019,MAH-MUM-08,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 224 days.,HIGH
CASE/2325/2019,MAH-MUM-08,LONG_PENDING,📛 Case pending for 7.9 years [Property_Dispute].,HIGH
CASE/1493/2021,MAH-MUM-08,LONG_PENDING,📛 Case pending for 8.4 years [General_Civil].,HIGH
CASE/1493/2021,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/1706/2022,MAH-MUM-08,LONG_PENDING,📛 Case pending for 8.8 years [Property_Dispute].,HIGH
CASE/1706/2022,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/2533/2016,MAH-MUM-08,LONG_PENDING,📛 Case pending for 6.7 years [General_Civil].,HIGH
CASE/2533/2016,MAH-MUM-08,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/2840/2018,MAH-MUM-09,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 78.5,CRITICAL
CASE/2840/2018,MAH-MUM-09,LONG_PENDING,📛 Case pending for 7.5 years [SC_ST].,HIGH
CASE/2840/2018,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/8698/2024,MAH-MUM-09,CRITICAL_PRIORITY,🔴 Critical priority case [Matrimonial] — Immediate attention required. Score: 76.5,CRITICAL
CASE/8698/2024,MAH-MUM-09,LONG_PENDING,📛 Case pending for 8.5 years [Matrimonial].,HIGH
CASE/8698/2024,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4996/2018,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9739/2017,MAH-MUM-09,LONG_PENDING,📛 Case pending for 7.4 years [Matrimonial].,HIGH
CASE/9739/2017,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4642/2023,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8500/2023,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3174/2017,MAH-MUM-09,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1147/2024,MAH-MUM-09,STAGE_STAGNATION,🟠 Stagnant in 'Notice' stage for 209 days.,HIGH
CASE/1162/2022,MAH-MUM-10,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 76.6,CRITICAL
CASE/1162/2022,MAH-MUM-10,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 235 days.,HIGH
CASE/1162/2022,MAH-MUM-10,LONG_PENDING,📛 Case pending for 8.7 years [Motor_Accident].,HIGH
CASE/1162/2022,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/8973/2022,MAH-MUM-10,CRITICAL_PRIORITY,🔴 Critical priority case [Property_Dispute] — Immediate attention required. Score: 75.6,CRITICAL
CASE/8973/2022,MAH-MUM-10,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 384 days.,HIGH
CASE/8973/2022,MAH-MUM-10,LONG_PENDING,📛 Case pending for 9.5 years [Property_Dispute].,HIGH
CASE/8973/2022,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/3965/2017,MAH-MUM-10,LONG_PENDING,📛 Case pending for 7.3 years [Matrimonial].,HIGH
CASE/3965/2017,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4419/2017,MAH-MUM-10,LONG_PENDING,📛 Case pending for 7.1 years [SC_ST].,HIGH
CASE/4419/2017,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2579/2024,MAH-MUM-10,LONG_PENDING,📛 Case pending for 6.6 years [Commercial].,HIGH
CASE/2579/2024,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/7951/2024,MAH-MUM-10,LONG_PENDING,📛 Case pending for 9.5 years [NDPS].,HIGH
CASE/7951/2024,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0120/2022,MAH-MUM-10,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 307 days.,HIGH
CASE/0120/2022,MAH-MUM-10,LONG_PENDING,📛 Case pending for 5.6 years [General_Civil].,HIGH
CASE/3172/2019,MAH-MUM-10,LONG_PENDING,📛 Case pending for 7.6 years [Matrimonial].,HIGH
CASE/3172/2019,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/0111/2021,MAH-MUM-10,LONG_PENDING,📛 Case pending for 7.5 years [Motor_Accident].,HIGH
CASE/0111/2021,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/7963/2015,MAH-MUM-10,LONG_PENDING,📛 Case pending for 7.4 years [Matrimonial].,HIGH
CASE/7963/2015,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/0404/2020,MAH-MUM-10,LONG_PENDING,📛 Case pending for 6.9 years [General_Criminal].,HIGH
CASE/0404/2020,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/3987/2019,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8865/2024,MAH-MUM-10,LONG_PENDING,📛 Case pending for 6.5 years [General_Civil].,HIGH
CASE/8865/2024,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/5244/2017,MAH-MUM-10,LONG_PENDING,📛 Case pending for 5.4 years [Motor_Accident].,HIGH
CASE/5244/2017,MAH-MUM-10,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/8921/2021,MAH-MUM-10,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 225 days.,HIGH
CASE/0713/2024,MAH-MUM-10,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 209 days.,HIGH
CASE/1036/2018,MAH-MUM-11,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 76.8,CRITICAL
CASE/1036/2018,MAH-MUM-11,LONG_PENDING,📛 Case pending for 8.9 years [Commercial].,HIGH
CASE/1036/2018,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8724/2015,MAH-MUM-11,LONG_PENDING,📛 Case pending for 9.4 years [Senior_Citizen].,HIGH
CASE/8724/2015,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/9599/2016,MAH-MUM-11,LONG_PENDING,📛 Case pending for 9.1 years [Senior_Citizen].,HIGH
CASE/9599/2016,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/9925/2019,MAH-MUM-11,LONG_PENDING,📛 Case pending for 8.4 years [Senior_Citizen].,HIGH
CASE/9925/2019,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0561/2017,MAH-MUM-11,LONG_PENDING,📛 Case pending for 5.4 years [POCSO].,HIGH
CASE/0561/2017,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9572/2022,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9322/2024,MAH-MUM-11,LONG_PENDING,📛 Case pending for 9.7 years [Matrimonial].,HIGH
CASE/9322/2024,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/9969/2015,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5512/2023,MAH-MUM-11,LONG_PENDING,📛 Case pending for 7.3 years [NDPS].,HIGH
CASE/5512/2023,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/3966/2020,MAH-MUM-11,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/7122/2019,MAH-MUM-12,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 78.3,CRITICAL
CASE/7122/2019,MAH-MUM-12,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 2283 days. Bail eligibility to be reviewed.,CRITICAL
CASE/7122/2019,MAH-MUM-12,LONG_PENDING,📛 Case pending for 6.3 years [NDPS].,HIGH
CASE/7122/2019,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/6492/2018,MAH-MUM-12,LONG_PENDING,📛 Case pending for 8.0 years [POCSO].,HIGH
CASE/6492/2018,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5149/2024,MAH-MUM-12,LONG_PENDING,📛 Case pending for 5.6 years [Senior_Citizen].,HIGH
CASE/5149/2024,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/6112/2020,MAH-MUM-12,LONG_PENDING,📛 Case pending for 10.0 years [Matrimonial].,HIGH
CASE/6112/2020,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3759/2017,MAH-MUM-12,LONG_PENDING,📛 Case pending for 8.0 years [Matrimonial].,HIGH
CASE/3759/2017,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/9785/2016,MAH-MUM-12,LONG_PENDING,📛 Case pending for 9.9 years [Property_Dispute].,HIGH
CASE/9785/2016,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/1125/2015,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0422/2016,MAH-MUM-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9781/2024,MAH-MUM-12,STAGE_STAGNATION,🟠 Stagnant in 'Notice' stage for 357 days.,HIGH
CASE/8649/2021,MAH-MUM-13,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 81.1,CRITICAL
CASE/8649/2021,MAH-MUM-13,LONG_PENDING,📛 Case pending for 10.0 years [POCSO].,HIGH
CASE/8649/2021,MAH-MUM-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/4145/2017,MAH-MUM-13,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 78.1,CRITICAL
CASE/4145/2017,MAH-MUM-13,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1291 days. Bail eligibility to be reviewed.,CRITICAL
CASE/4145/2017,MAH-MUM-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9191/2016,MAH-MUM-13,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 77.5,CRITICAL
CASE/9191/2016,MAH-MUM-13,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 308 days.,HIGH
CASE/9191/2016,MAH-MUM-13,LONG_PENDING,📛 Case pending for 7.5 years [Motor_Accident].,HIGH
CASE/9191/2016,MAH-MUM-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1640/2020,MAH-MUM-13,LONG_PENDING,📛 Case pending for 6.0 years [Motor_Accident].,HIGH
CASE/1640/2020,MAH-MUM-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/3074/2017,MAH-MUM-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0593/2020,MAH-MUM-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/5082/2020,MAH-MUM-13,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 965 days. Bail eligibility to be reviewed.,CRITICAL
CASE/5531/2023,MAH-MUM-13,STAGE_STAGNATION,🟠 Stagnant in 'Written_Statement' stage for 270 days.,HIGH
CASE/2420/2022,MAH-MUM-14,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 84.2,CRITICAL
CASE/2420/2022,MAH-MUM-14,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1930 days. Bail eligibility to be reviewed.,CRITICAL
CASE/2420/2022,MAH-MUM-14,LONG_PENDING,📛 Case pending for 5.3 years [NDPS].,HIGH
CASE/2420/2022,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/8487/2022,MAH-MUM-14,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 77.2,CRITICAL
CASE/8487/2022,MAH-MUM-14,LONG_PENDING,📛 Case pending for 9.4 years [Commercial].,HIGH
CASE/8487/2022,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3735/2017,MAH-MUM-14,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1538 days. Bail eligibility to be reviewed.,CRITICAL
CASE/3735/2017,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/4970/2023,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2978/2015,MAH-MUM-14,LONG_PENDING,📛 Case pending for 7.1 years [Senior_Citizen].,HIGH
CASE/2978/2015,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0867/2018,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/3922/2024,MAH-MUM-14,LONG_PENDING,📛 Case pending for 6.3 years [Commercial].,HIGH
CASE/3922/2024,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/6865/2023,MAH-MUM-14,LONG_PENDING,📛 Case pending for 9.5 years [Matrimonial].,HIGH
CASE/6865/2023,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/6999/2016,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5161/2019,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/2696/2018,MAH-MUM-14,LONG_PENDING,📛 Case pending for 6.1 years [Matrimonial].,HIGH
CASE/2696/2018,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/6584/2024,MAH-MUM-14,LONG_PENDING,📛 Case pending for 8.4 years [Property_Dispute].,HIGH
CASE/6584/2024,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/4660/2024,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3792/2016,MAH-MUM-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1777/2023,MAH-MUM-14,LONG_PENDING,📛 Case pending for 7.3 years [Property_Dispute].,HIGH
CASE/6055/2016,MAH-MUM-15,LONG_PENDING,📛 Case pending for 9.8 years [General_Criminal].,HIGH
CASE/6055/2016,MAH-MUM-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5798/2020,MAH-MUM-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/8757/2021,MAH-MUM-15,LONG_PENDING,📛 Case pending for 7.6 years [Matrimonial].,HIGH
CASE/8757/2021,MAH-MUM-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/6244/2018,MAH-MUM-15,LONG_PENDING,📛 Case pending for 6.2 years [NDPS].,HIGH
CASE/6244/2018,MAH-MUM-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/3123/2016,MAH-MUM-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/6543/2018,MAH-MUM-15,LONG_PENDING,📛 Case pending for 5.6 years [Motor_Accident].,HIGH
CASE/6543/2018,MAH-MUM-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9131/2017,MAH-MUM-15,LONG_PENDING,📛 Case pending for 7.4 years [Property_Dispute].,HIGH
CASE/6610/2016,MAH-MUM-16,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 80.3,CRITICAL
CASE/6610/2016,MAH-MUM-16,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 3267 days. Bail eligibility to be reviewed.,CRITICAL
CASE/6610/2016,MAH-MUM-16,LONG_PENDING,📛 Case pending for 9.0 years [General_Criminal].,HIGH
CASE/6610/2016,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5953/2018,MAH-MUM-16,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 76.7,CRITICAL
CASE/5953/2018,MAH-MUM-16,LONG_PENDING,📛 Case pending for 5.1 years [SC_ST].,HIGH
CASE/5953/2018,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0710/2016,MAH-MUM-16,LONG_PENDING,📛 Case pending for 6.6 years [SC_ST].,HIGH
CASE/0710/2016,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/9673/2020,MAH-MUM-16,LONG_PENDING,📛 Case pending for 9.3 years [Matrimonial].,HIGH
CASE/9673/2020,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/7447/2022,MAH-MUM-16,LONG_PENDING,📛 Case pending for 8.1 years [General_Criminal].,HIGH
CASE/7447/2022,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/2838/2024,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1317/2022,MAH-MUM-16,LONG_PENDING,📛 Case pending for 6.1 years [Motor_Accident].,HIGH
CASE/1317/2022,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1983/2017,MAH-MUM-16,LONG_PENDING,📛 Case pending for 6.2 years [General_Civil].,HIGH
CASE/1983/2017,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/1420/2023,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/6699/2017,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2230/2019,MAH-MUM-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3580/2024,MAH-MUM-17,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 80.1,CRITICAL
